Mod:Item:MetaData, Localized Name
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
ocsensors:sensor, tile.ocsensors.sensor.name
additionalcompression:cobblestone_compressed:0, Single Compressed Cobblestone
additionalcompression:cobblestone_compressed:1, Double Compressed Cobblestone
additionalcompression:cobblestone_compressed:2, Triple Compressed Cobblestone
additionalcompression:cobblestone_compressed:3, Quadruple Compressed Cobblestone
additionalcompression:cobblestone_compressed:4, Quintuple Compressed Cobblestone
additionalcompression:cobblestone_compressed:5, Sextuple Compressed Cobblestone
additionalcompression:cobblestone_compressed:6, Septuple Compressed Cobblestone
additionalcompression:cobblestone_compressed:7, Octuple Compressed Cobblestone
additionalcompression:cobblestone_compressed:8, Nonuple Compressed Cobblestone
additionalcompression:cobblestone_compressed:9, Decuple Compressed Cobblestone
additionalcompression:stone_compressed:0, Single Compressed Stone
additionalcompression:stone_compressed:1, Double Compressed Stone
additionalcompression:stone_compressed:2, Triple Compressed Stone
additionalcompression:stone_compressed:3, Quadruple Compressed Stone
additionalcompression:stone_compressed:4, Quintuple Compressed Stone
additionalcompression:stone_compressed:5, Sextuple Compressed Stone
additionalcompression:stone_compressed:6, Septuple Compressed Stone
additionalcompression:stone_compressed:7, Octuple Compressed Stone
additionalcompression:stone_compressed:8, Nonuple Compressed Stone
additionalcompression:stone_compressed:9, Decuple Compressed Stone
additionalcompression:gravel_compressed:0, Single Compressed Gravel
additionalcompression:gravel_compressed:1, Double Compressed Gravel
additionalcompression:gravel_compressed:2, Triple Compressed Gravel
additionalcompression:gravel_compressed:3, Quadruple Compressed Gravel
additionalcompression:gravel_compressed:4, Quintuple Compressed Gravel
additionalcompression:gravel_compressed:5, Sextuple Compressed Gravel
additionalcompression:gravel_compressed:6, Septuple Compressed Gravel
additionalcompression:gravel_compressed:7, Octuple Compressed Gravel
additionalcompression:gravel_compressed:8, Nonuple Compressed Gravel
additionalcompression:gravel_compressed:9, Decuple Compressed Gravel
additionalcompression:blocksand_compressed:0, Single Compressed Sand
additionalcompression:blocksand_compressed:1, Double Compressed Sand
additionalcompression:blocksand_compressed:2, Triple Compressed Sand
additionalcompression:blocksand_compressed:3, Quadruple Compressed Sand
additionalcompression:blocksand_compressed:4, Quintuple Compressed Sand
additionalcompression:blocksand_compressed:5, Sextuple Compressed Sand
additionalcompression:blocksand_compressed:6, Septuple Compressed Sand
additionalcompression:blocksand_compressed:7, Octuple Compressed Sand
additionalcompression:blocksand_compressed:8, Nonuple Compressed Sand
additionalcompression:blocksand_compressed:9, Decuple Compressed Sand
additionalcompression:dirt_compressed:0, Single Compressed Dirt
additionalcompression:dirt_compressed:1, Double Compressed Dirt
additionalcompression:dirt_compressed:2, Triple Compressed Dirt
additionalcompression:dirt_compressed:3, Quadruple Compressed Dirt
additionalcompression:dirt_compressed:4, Quintuple Compressed Dirt
additionalcompression:dirt_compressed:5, Sextuple Compressed Dirt
additionalcompression:dirt_compressed:6, Septuple Compressed Dirt
additionalcompression:dirt_compressed:7, Octuple Compressed Dirt
additionalcompression:dirt_compressed:8, Nonuple Compressed Dirt
additionalcompression:dirt_compressed:9, Decuple Compressed Dirt
additionalcompression:clay_compressed:0, Single Compressed Clay
additionalcompression:clay_compressed:1, Double Compressed Clay
additionalcompression:clay_compressed:2, Triple Compressed Clay
additionalcompression:clay_compressed:3, Quadruple Compressed Clay
additionalcompression:clay_compressed:4, Quintuple Compressed Clay
additionalcompression:clay_compressed:5, Sextuple Compressed Clay
additionalcompression:clay_compressed:6, Septuple Compressed Clay
additionalcompression:clay_compressed:7, Octuple Compressed Clay
additionalcompression:clay_compressed:8, Nonuple Compressed Clay
additionalcompression:clay_compressed:9, Decuple Compressed Clay
additionalcompression:netherrack_compressed:0, Single Compressed Netherrack
additionalcompression:netherrack_compressed:1, Double Compressed Netherrack
additionalcompression:netherrack_compressed:2, Triple Compressed Netherrack
additionalcompression:netherrack_compressed:3, Quadruple Compressed Netherrack
additionalcompression:netherrack_compressed:4, Quintuple Compressed Netherrack
additionalcompression:netherrack_compressed:5, Sextuple Compressed Netherrack
additionalcompression:netherrack_compressed:6, Septuple Compressed Netherrack
additionalcompression:netherrack_compressed:7, Octuple Compressed Netherrack
additionalcompression:netherrack_compressed:8, Nonuple Compressed Netherrack
additionalcompression:netherrack_compressed:9, Decuple Compressed Netherrack
additionalcompression:soulsand_compressed:0, Single Compressed Soul Sand
additionalcompression:soulsand_compressed:1, Double Compressed Soul Sand
additionalcompression:soulsand_compressed:2, Triple Compressed Soul Sand
additionalcompression:soulsand_compressed:3, Quadruple Compressed Soul Sand
additionalcompression:soulsand_compressed:4, Quintuple Compressed Soul Sand
additionalcompression:soulsand_compressed:5, Sextuple Compressed Soul Sand
additionalcompression:soulsand_compressed:6, Septuple Compressed Soul Sand
additionalcompression:soulsand_compressed:7, Octuple Compressed Soul Sand
additionalcompression:soulsand_compressed:8, Nonuple Compressed Soul Sand
additionalcompression:soulsand_compressed:9, Decuple Compressed Soul Sand
additionalcompression:endstone_compressed:0, Single Compressed End Stone
additionalcompression:endstone_compressed:1, Double Compressed End Stone
additionalcompression:endstone_compressed:2, Triple Compressed End Stone
additionalcompression:endstone_compressed:3, Quadruple Compressed End Stone
additionalcompression:endstone_compressed:4, Quintuple Compressed End Stone
additionalcompression:endstone_compressed:5, Sextuple Compressed End Stone
additionalcompression:endstone_compressed:6, Septuple Compressed End Stone
additionalcompression:endstone_compressed:7, Octuple Compressed End Stone
additionalcompression:endstone_compressed:8, Nonuple Compressed End Stone
additionalcompression:endstone_compressed:9, Decuple Compressed End Stone
additionalcompression:coal_compressed:1, Double Compressed Coal
additionalcompression:coal_compressed:2, Triple Compressed Coal
additionalcompression:charcoal_compressed:0, Single Compressed Charcoal
additionalcompression:charcoal_compressed:1, Double Compressed Charcoal
additionalcompression:charcoal_compressed:2, Triple Compressed Charcoal
additionalcompression:itemnetherstar_compressed, %s Nether Star
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mana Infused Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Oil Shale
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Energized Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Resonant End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Infused Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Signalum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lumium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Black Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Red Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Green Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Sand
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Dried Sand
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Ice
chiselsandbits:block_bit:0, Chiseled Bit - Ash Block
chiselsandbits:block_bit:0, Chiseled Bit - Celestial Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Biome Essence Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ender Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tanzanite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amber
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Thatching
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Flower Stem Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dead Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
